id,keyword,location,text,target,preprocessed_text
160,airplane%20accident,"Canada, eh",Good lord...... Yeah. It was an accident. The airplane didn't give the missile the right away.... 😒,0,good lord    yeah accident airplane give missile right away  
161,airplane%20accident,no_location,"The Iranian leadership has downed the commercial airplane on purpose, who are they kidding by saying it was by accident",0,iranian leadership downed commercial airplane purpose kidding saying accident
162,airplane%20accident,#السعودية_العظمى,"Ooh look, NYT became a lawyer for the Iranian regime What a stupid newspaper, it’s now time, there are vi… https://t.co/SbfUCNkMpr",0,ooh look nyt became lawyer iranian regime stupid newspaper it s time vi 
163,airplane%20accident,Iowa,How exactly does one accidentally fire a rocket? At an airplane leaving your own countries airport. This… https://t.co/LQdfG1THTN,0,exactly one accidentally fire rocket airplane leaving country airport this 
164,airplane%20accident,"Vaughan, Ontario",?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,1,    saying shooting airplane w innocent ppl accident   bruh 
165,airplane%20accident,"Moodus, CT  USA",There were 6 Nuclear physicists on that AirPlane it was no accident.,1,nuclear physicist airplane accident 
166,airplane%20accident,"40.72163,-73.8669","and his murderous friends shoot down an airplane ""by accident"", killing around 200 innocent people, but wa… https://t.co/i3w3gDnKSx",1,murderous friend shoot airplane by accident  killing around innocent people wa 
167,airplane%20accident,"East Verdi, NV","Yup, and the US once shot down an Iranian airplane by accident. And we’ve been supp… https://t.co/smtoR2tsjn",1,yup u shot iranian airplane accident we ve supp 
168,airplane%20accident,no_location,"United States downs an Iranian terrorist and the world press dedicates tons of articles on the life he lived, but the Ira…",0,united state down iranian terrorist world press dedicates ton article life lived ira 
169,airplane%20accident,"Port Charlotte, FL","Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Iran militi…",0,besides airplane shot accident    things habbening also    high level pro iran militi 
170,airplane%20accident,"Hamilton, Ontario",CBC news just said there was an operator on a missile launcher that shot down the airplane. cockpit was taken out.… https://t.co/uy2YYAqeAr,1,cbc news said operator missile launcher shot airplane cockpit taken out 
171,airplane%20accident,no_location,CONSIDER -&gt; How does a person with a video camera know WHERE and WHEN to record an attack BEFORE there was any indication…,0,consider  gt person video camera know record attack indication 
172,airplane%20accident,The Enchanted Mitten,"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Ir… https://t.co/OlJMmB1Tj9",0,besides airplane shot accident    things habbening also    high level pro ir 
173,airplane%20accident,NYC Babe-Bee 🌹🐾🙏,"Yeah, yer well prepared ...hit a few buildings &amp; knocked down yer own airplane by accident ...better keep d… https://t.co/ww1W8LOYVl",0,yeah yer well prepared  hit building amp knocked yer airplane accident  better keep d 
174,airplane%20accident,"Lake Mary, FL","if the shooting down of the plane was an accident (human error), why were the Iranians shooting mi… https://t.co/JesxuYkYVD",0,shooting plane accident human error  iranian shooting mi 
175,airplane%20accident,no_location,This attack N on an airplane that had just taken off was no accident. Iran wants the world to know there will be co… https://t.co/2mimAWnc6x,0,attack n airplane taken accident iran want world know co 
176,airplane%20accident,no_location,Grover Airplane Accident Doctor,0,grover airplane accident doctor
177,airplane%20accident,Islamic Republic of Iran,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose count…,0, trump accident  crash  airplane  ukraine main factor powerful person world whose count 
178,airplane%20accident,Islamic Republic of Iran,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose… https://t.co/mSkuJJe79X,0, trump accident  crash  airplane  ukraine main factor powerful person world whose 
179,airplane%20accident,"Franca, Brasil","Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling, inclu…",1,although late extend condolence family victim ukrainian airplane falling inclu 
180,airplane%20accident,Cairo,Iranian military admitted it shot down Ukrainian airplane by missiles accidentally. It is not an accident! It is a crim…,1,iranian military admitted shot ukrainian airplane missile accidentally accident crim 
181,airplane%20accident,no_location,"So much talk about #Ukraine airplane within #iran #USA conflict, while conflict wise this is irrelevant, what is mo… https://t.co/lpE4tm3pYk",0,much talk ukraine airplane within iran usa conflict conflict wise irrelevant mo 
182,airplane%20accident,Qom,"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling,… https://t.co/HBAXNWmVoZ",1,although late extend condolence family victim ukrainian airplane falling 
183,airplane%20accident,"Houston, TX","Iran shot down an airplane full of innocent people. Say what you want about Trump, but that’s not an appropriate r… https://t.co/dEdr4YnZK9",1,iran shot airplane full innocent people say want trump that s appropriate r 
184,airplane%20accident,"The Hague, Netherlands ",She is still silent about the killing of 176 innocent people in Iran. Iranian military admitted it shot down Ukrainian a…,1,still silent killing innocent people iran iranian military admitted shot ukrainian a 
185,airplane%20accident,no_location,The Iranians chose the day and time to send missiles inside Iraq and they also controlled the… https://t.co/EhjP8cNlW4,0,iranian chose day time send missile inside iraq also controlled the 
186,airplane%20accident,no_location,Was the airplane on a routine flight path from the airport? One would think those that shot it down would be fam…,0,airplane routine flight path airport one would think shot would fam 
187,airplane%20accident,no_location,Germany's Foreign Minister Heiko Maas says 'It must be assumed the airplane crash in Iran was a terrible accident.' https://…,1,germany s foreign minister heiko maas say it must assumed airplane crash iran terrible accident 
188,airplane%20accident,no_location,"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",1,compassion family ukrainian airplane shot by accident  
189,airplane%20accident,"Pahoa, Hawai'i 96778","How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",0,compassion family ukrainian airplane shot by accident  
190,ambulance,Republic of Ireland.,Fire Engulfs Ambulance Conveying Corpse of Catholic Priest’s Mother; #streetjournal https://t.co/gK6dAGKRrL,1,fire engulfs ambulance conveying corpse catholic priest s mother  streetjournal
191,ambulance,"England, UK","Is it racist to be concerned that this is correct … 50,000 residents in Birmingham can't speak English? Birmingham is England…",0,racist concerned correct   resident birmingham can t speak english birmingham england 
192,ambulance,no_location,🔴 #WAARLAND #ambulance 🚑 #p2000 A2 10187 Rit 6026 Sabinahof Waarland https://t.co/YesZazBODp,0, waarland ambulance  rit sabinahof waarland
193,ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…",0, usdjpy despite richter scale overbought fxstreet line swissquote bullish long jason sen mr ambulance chaser b 
194,ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Cha… https://t.co/iVuuacsq54",0, usdjpy despite richter scale overbought fxstreet line swissquote bullish long jason sen mr ambulance cha 
195,ambulance,Hyeongjun world,The Untamed boys singing “Love Siren” from My ambulance ❤️❤️ #TheUntamedBoysinBKK https://t.co/2HkshTHs8W,0,untamed boy singing love siren ambulance theuntamedboysinbkk
196,ambulance,"Theale, England",...or pulling over for an ambulance,0,  or pulling ambulance
197,ambulance,London innit,I hope there’s going to be an ambulance waiting at the bottom because there’s no way that fat lump can cli… https://t.co/eQ0fg2Fo7i,0,hope there s going ambulance waiting bottom there s way fat lump cli 
198,ambulance,no_location,รักติดไซเรน (My Ambulance) .Cover is coming ! #TheUntamedBoys Ambassador for Thai Spring Festival 2020 The delightful…,0,            my ambulance  cover coming  theuntamedboys ambassador thai spring festival delightful 
199,ambulance,Sicily (❤️) Mielno 🇵🇱,When driving drunk you can choose your way to come back home : A) Taxi. B… https://t.co/Bk3XOkgFKq,0,driving drunk choose way come back home  a taxi b 
200,ambulance,"Melbourne, Victoria","Yer severe Ambulance ramping, under funding/resourcing… https://t.co/kpenM6wiej",0,yer severe ambulance ramping funding resourcing 
201,ambulance,no_location,"Zulaykha's son was an ambulance driver who was killed in a suicide attack in Maimana, Faryab. Everyday, she visits the ambu…",0,zulaykha s son ambulance driver killed suicide attack maimana faryab everyday visit ambu 
202,ambulance,mybag,"first of all he was not taken to no damn hospital , that man died in walmart with the ambulance OUTSIDE! they was more focuse…",1,first taken damn hospital  man died walmart ambulance outside focuse 
203,ambulance,Everywhere,"Jinu : Are you okay? You hit your head and fainted, do you remember anything? Yoon : Only the ambulance ride to the hospi…",0,jinu  okay hit head fainted remember anything yoon  ambulance ride hospi 
204,ambulance,Wales,What has it come to? We’ve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc…,1,come to we ve recently fuel stolen ambulance vehicle damage staff car whilst ambulanc 
