id,keyword,location,text,target
905,blazing,"Santa Monica, CA",Ok I just beat the Blazing Bull in Sekiro and all I could think of was Raging Bull,0
906,blazing,,All Cues Blazing! https://t.co/YutAVvjAKn,0
907,blazing,Alkebulan,"Nazo, sasitheni. Once you touch their Indian boy, they come to you gun blazing. But the cat will prevail.",0
908,blazing,United Kingdom,"""Blazing Virtue."" -2018 https://t.co/zUQjGMg47C",0
909,blazing,"norf landan mate, enfield",Blazing Saddles' at 45: The Movie That Couldn't Get Made Today https://t.co/Jmf8s1VZtJ #NewsandPolitics via,0
910,blazing,قلبها اللطيف💙💙.,"-Twinkle, twinkle, little star How I wonder what you are Up above the world so high Like a diamond in the sky🌟☁️.… https://t.co/wT8FJQHnme",0
911,blazing,"Williamsburg, VA","Madeline Kahn as Lili Von Shtupp in the outrageous comedy classic, Blazing Saddles (1974) Directed by Mel Brooks. ""Let's f…",0
912,blazing,"Calgary, Alberta",🚨Announcing #Bengals 2020 South squad WR group: Edwards- Underrated Johnson- Enormous Jennings- Aggressive Ai…,0
913,blazing,germany,my fear of public toilets has completely vanished. im the person absolutely ripping the train station toilet all guns blazing.,0
914,blazing,San Francisco,ONE WEEK to go! #qodebrisbane highlights incl: ✓ The future of #smartcities w/ Brisbane CDO ✓ Quantum comput…,0
915,blazing,Nancyezeoke@yahoo.com,Happy Birthday sir 🥳🥳 You are indeed a star in the Nursing community⭐️ Keep blazing high https://t.co/iajdTlSNZw,0
916,blazing,"Dundee, Scotland",Once again I am LOVING how diverse and body positive the cast of #LoveIsland2020 is! Once again #ITV bl… https://t.co/fLNdCHD3i3,0
917,blazing,,Eating ice cream underneath the blazing hot sun is just 🙆🏻💛,0
918,blazing,"London, UK",Here's an interview with me by of about my #comedy #horror #animation screening at …,0
919,blazing,On the case,"I shot one of two Colts I had aimed at him, the one in my left hand, before Trent could pull the trigger of his Remington…",0
920,blazing,"Barling, AR.","I shot one of two Colts I had aimed at him, the one in my left hand, before Trent could pull the trigger of his Rem… https://t.co/asYxjXnFd0",0
921,blazing,USA  🇺🇸,The list goes on..... All these folks have stable platforms to do the… https://t.co/9c0iCQ3vk7,0
922,blazing,"Barling, AR.","""I swear on my dear mother’s grave—well, I would do it, if she was in one—that I wasn’t goin’ to shoot you!” Trent… https://t.co/bFDJeol3pX",0
923,blazing,,hangyul will nae gaseumsoge blazing and then dip https://t.co/B4azPv6MMc,0
924,blazing,"Barling, AR.",Trent reached his right hand behind his back to retrieve a Remington .44 he had stashed away in the waistband of hi… https://t.co/2pMoHifXuQ,0
925,blazing,,Was a fair call before WC. Should have done it at the WC. Not now when Iyer has been in blazing form at 4.,0
926,blazing,"Barling, AR.","Steve “Roustabout” Colston didn’t like it when I sent his brother straight to Hell. Neither did Grant and Wesley, b… https://t.co/OWjEVEQ7hO",0
927,blazing,Enugu State,Blazing Green✅✅✅✅✅✅✅ Green Monday on telegram✅✅✅✅2/3 I can't thank you enough God because I know that you will do more💪💪💪💪 Th…,0
928,blazing,"Barling, AR.","Jennie looked at me, and said, “Bass, you need to do this. You need to go before Tecumseh kills again.” Get Bass Re… https://t.co/9dzgBTdopw",0
929,blazing,Earth,Excited to share our long-awaited Next.js + Notion statically-generated blog example with the same tech as https://t.co/HVcLCVUO…,0
930,blazing,"Barling, AR.","“I got me a deck of cards in my shirt pocket, if you boys want to play a drinkin’ game some folks call ‘Red and Bla… https://t.co/TynwgMrREf",0
931,blazing,"Paris, France",#NowPlaying Jimpster - The Blazing Water https://t.co/xeXu21nqXJ,0
932,blazing,"NAIROBI, KENYA",💃💃 Keep blazing T...,0
933,blazing,"Barling, AR.","Your Kindle need a few new Westerns in it? Fill the need with one my Westerns, like Bass Reeves: Blazing Fury, now… https://t.co/yAAHI8Mxfw",0
934,blazing,,"We named ""the life of phantom"", TSUKUSHI. It was a night with the red moon blazing beautifully./幻の命 #sekainoowari",0
935,blazing,Newcastle upon tyne,"What's with all these angry women going on #gmb with all guns blazing meaning you can't take them, or t… https://t.co/HurTUyXevU",0
936,blazing,United States,Into the Grizzly Maze 💯 https://t.co/UAoE62avnx Mobile Users https://t.co/gVhozmngN7 for blazing fast advertising… https://t.co/JSMGLJ6xl5,0
937,blazing,Republic of the Philippines,"When an eagle soars into the blazing sun, it is not just a show of strength but because he truly belongs at the top. You…",0
938,blazing,USA  🇺🇸,On Scorched Earth People 🔥: 👉Most of them have their own parallel platforms when they enter #ADOS as a movement🤔…,0
939,blazing,"Portland, OR",Blazing Saddles,0
940,blazing,sandbach cheshire,"Our OD team is certainly trail blazing. A fabulous team , doing great things. This will be someone’s dream job https:…",0
941,bleeding,,"Fun fact: he does a thumbs up when he short circuits to let people know he’s okay. Now, a head cannon were…",0
942,bleeding,"Plymouth, England","Why can’t you be truthful it’s not down you have put them in concentration camps and cages ,the wall has nothing to… https://t.co/DEtzSrFaZE",0
943,bleeding,shhh,bleeding,0
944,bleeding,luvcha ♡,hmm scratched my ear now its bleeding.,1
945,bleeding,Yorkshire,You make it sound as if the Vegan Society is providing certi…,0
946,bleeding,Liverpool,Would you know how to help a victim of knife crime? Download our new app to learn life-saving bleeding control technique…,0
947,bleeding,,Playing MHW with friends Friend: Jerky curse bleeding? Other friend: Yeah Me: I wish 👩🏻,0
948,bleeding,,"“Doctor, help me! I’ve been wounded and i’m bleeding to death! Please, stem the bleeding! Get me a bandage!” “Ah, but there…",0
949,bleeding,,The bleeding hearts and artists let him get away with murder. Let me hammer him today. - The Trial,0
950,bleeding,USA,I ask for prayer for my daughter please. I took her in thinking she had the flu and she is in intensive care with an a…,0
951,bleeding,"Riverside, CA",. has a chance to stop this bleeding at the debate tomorrow night. We will see if she does the right thing.,0
952,bleeding,Guantanamo Bay,Imagine supporting Biden Fucking Biden The little girl… https://t.co/kziJbCoZAL,0
953,bleeding,eating shit in hell right now,sometimes i want dio to fucking eviscerate me and then make sweet sweet love to my open festering wounds as I lay b… https://t.co/5hx5MXpDS8,0
954,bleeding,"Hillsboro, OR",President of United States makes our country a living f*king hell! I try stay positive about the election 2020! But her…,0
955,bleeding,,GHANAIAN WOMEN WOULD STAB YOU IN THE BACK THEN ASK YOU WHY YOU’RE BLEEDING.,0
956,bleeding,Ghana,"(((LIVE))) Cervical Cancer: Bleeding and pain after sex can be symptoms of disease- Dr Kwaku Asah -Opoku, Obstetric… https://t.co/bGG5MBhmph",0
957,bleeding,Spijkenisse,"Iran: Video Shows Woman Protester Shot, Bleeding on Street https://t.co/PRlGy7xIUp via",0
958,bleeding,,"stop ur bleeding but nothing ever stops, ur leaving",0
959,bleeding,Ghana,"(((LIVE))) Cervical Cancer: Bleeding after menopause is a sign of disease - Dr Kwaku Ansah -Opoku, Obstetrician &amp; G… https://t.co/cSb6Vh7pFu",0
960,bleeding,Basingstoke,Mum dying of cervical cancer was 'denied smear test despite bleeding after sex' https://t.co/kghziN5CS1,0
961,bleeding,London,Freedom of movement bleeding central and souther Europe dry https://t.co/iDOoN1YLaz,0
962,bleeding,golf stans & liv,u tweet this as im listening to bleeding love...,0
963,bleeding,Norfolk,Well done Boris. A statement of the bleeding obvious. BBC News - Harry and Meghan: Royal Family 'will… https://t.co/ERHVoiC7A3,0
964,bleeding,"Hollywood, Los Angeles",Bleeding Heart music video coming very soon. vicscover #bleedingheart #musicvideo #rocknroll #gothrock #cali… https://t.co/ClY1G7jCxk,0
965,bleeding,"Saki, Oyo State, Nigeria.",Bleeding Madras be that,0
966,bleeding,In transit,"The reference to bleeding-heart liberals who are too influenced by the ideology of....Rousseau, made me snort with… https://t.co/gZy2x2DJzb",0
967,bleeding,"Byron Bay, New South Wales","Glen says the bleeding obvious. I'm so over being labelled negative, pessimistic or a 'doomer' for telling the Godd… https://t.co/LgjxUglYVr",0
968,bleeding,Abu Dhabi,Post Malone - Hollywood's Bleeding ( Slowed To Perfection ) https://t.co/CSl6ELZQPi via,0
969,bleeding,,ICYMI: “Silence Surrounds Revelations of Mueller’s Collaboration with CIA Torture Program” - my new article on Guantanamo.…,0
970,bleeding,Houston TX,I’m confused about what her actual position is? If she’s criticizing the idea of putting tampon machines in the…,0
971,bleeding,Los Angeles CA,People are going bankrupt over medical debt. $12k a year minus the VAT won't put a dent in that. Let'… https://t.co/i31T5Kg5LE,0
972,bleeding,PH,my nose is bleeding too wtf 😭,1
973,bleeding,"Las Vegas, NV",Jojo or the outcome of that picture?,0
974,bleeding,,"SCMP: Ocean Park bailout plan by Hong Kong government will help fund attraction’s revival, not just ‘stop the bleeding’,…",0
975,bleeding,,But at Anfield we actually found out that the Roma scars were just lightly bandaged and they got opened up again to… https://t.co/6N2B90imv7,0
976,bleeding,,thank you 😭❤️ I don’t think it’s normal; I have had them before but they haven’t been like this. They… https://t.co/RFdUTZXZyx,0
977,bleeding,mumbai,For the 100th time A bandage around the head does not mean that the whole skull is broken 🙄 The bandage goes aroun… https://t.co/Ue9IkA2nra,0
978,bleeding,down under,nevermind my nose started bleeding,1
979,bleeding,,"Imagine being shot by your own government because you want #freedom!! It's hard to imagine right? I mean, we're #America…",0
980,bleeding,,I forgot my lip balm and now I’m holding a sleeping baby and my lips are dry and cracked and bleeding.,1
981,bleeding,,"Very sad and sorry state of Indian economy!! Government priority is to see ""Saffron color"" on indian map!!But not b… https://t.co/76Y13Dtrhw",0
982,bleeding,,Intravenous oxytocin reduces severe bleeding after vaginal delivery #NIHR signal .… https://t.co/c1lUmrOemD,0
983,bleeding,Hill Valley,It wont taste the same and like I’d...... die......which is fine but like..........I’d rather not die… https://t.co/X0lYw9QQxs,0
984,bleeding,"Tema, Ghana /West Africa","Halfway into January, how are your finances looking? If your pocket is still bleeding, this is the time to give our fina…",0
985,bleeding,"Topeka, KS","To the parents of the child screaming in the airport: I understand children are alot to handle, but my ears are bleeding.",0
986,bleeding,"Oakland, CA","Oh my God, my fucking eyes and ears are literally bleeding after watching this https://t.co/HoFAzD4OE8",0
987,bleeding,sav 🌱 they/she,MY CAT???? JUST WENT CRAZY TO ME I’M BLEEDING?????,1
988,bleeding,"Uppsala, Sverige",We saw more reports of women who had increased menstruational bleeding… https://t.co/wRW0zEyEYp,0
989,bleeding,,Floral notes of Bleeding Heart Flower and Fresh Peony Petals will have you lusting over #MadLove 🌸📷 PerfumeHolics https:/…,0
990,bleeding,,I wonder who’s Rick or Ricky because that dude is bleeding!!!,0
991,bleeding,"Portland, OR",Hopefully minding their own business as all Republicans should be. Unless you are on the streets with the #Iranian prote…,0
992,bleeding,Emos unite🕷🕸🌹🎱,mcr stans are those kids in primary school that if they were bleeding they'd just put the cut in their mouth to stop the…,0
993,bleeding,Africa,"So much history submerged in mucky details. No clarity on who, why and when. So much deaths and bleeding and yet, v… https://t.co/NemGmbmcxm",0
994,bleeding,"Cainhurst, Yharnam",I kinda want to watch it,0
995,bleeding,🇬🇭,GHANAIAN WOMEN WOULD STAB YOU IN THE BACK THEN ASK YOU WHY YOU’RE BLEEDING. https://t.co/yURsWbwrXk,0
996,bleeding,,"In the context of major bleeding a CAT is a Combat Application Tourniquet, so saying “CAT Tourniquet” is an example of “Redundan…",0
997,bleeding,Krypton,"it's weird how ppl w vaginas literally spent days bleeding and having a severe cramps, nausea, headaches and muscle ache…",0
998,bleeding,,Mum dying of cervical cancer was 'denied smear test despite bleeding after sex' - Mirror Online https://t.co/mbkty8o11a…,0
999,bleeding,⠀ ⠀ 𝗇𝗌𝖺. ∕ 𝟣𝟪. ⠀ ⠀ ⠀ ⠀ ⠀,seven headed snake what u call that bleeding like an open scar,0
1000,bleeding,"Mumbai, India",Ngl Nagrikta ke bill se by Chanchal Banjara is an insane song to perform at a pro-CAA wedding. Not posting the lin… https://t.co/hKv9SQBx11,0
1001,bleeding,they/them,Anyone know how to stop severe bleeding asking for my leg haha,1
1002,bleeding,,"Let's face it: He thought it, wrote it and published it. At each point, the… https://t.co/RTo7CzTsxH",0
1003,bleeding,idk im bad at directions,my fatass just tripped on some shit in my room and I full on fell while my cat just stared from her perch also my knees bleeding now ouch,1
1004,bleeding,Somewhere I can fall apart,"Roddenberry lost his 1st show ""The Lieutenant"" because he refused to cut back on the polit… https://t.co/4gqQ5AJrlH",0
1005,blew%20up,,Gonna be fun when we discover in about 10-15 years that we blew all of our ability to restrain corporate abuses through…,0
1006,blew%20up,,funny how when everything blew up you were one of the few accounts supporting him and trying to calm everyone the f down,0
1007,blew%20up,"Abu Dhabi, United Arab Emirate",I will be when I finish the original! I'm currently on my way to save aerith after they blew up sector 7!,0
1008,blew%20up,"Cardiff, Wales",...She commiserated with me that I could not vote in US elections. The group chat I was in blew up with 213 notific… https://t.co/AyV201fpUR,0
1009,blew%20up,,"1975 was my 9/11 -- that's when radical terrorists blew up my home, putting me in the hospital. For the next 7 years, I l…",1
1010,blew%20up,,I will be when I finish the original! I'm currently on my way to save aerith after they blew up sector 7!,0
1011,blew%20up,,"What ?? Those skally mental and damoshe came after terry G bruh 😂 , na my area everybody dey oh. Terry G blew up fi… https://t.co/yixCWyxCs1",0
1012,blew%20up,"San Francisco, CA","""I know, I know."" Many of you have already seen Hamilton. But I finally got a chance to. Up close. On Hamilton's bi… https://t.co/J2kF57Lf41",0
1013,blew%20up,Rujumbura,#AfricaKwetu Late Commander Fred Nkuranga Rubereza. One of the greatest heroes of the NRA/UPDF passed away in 1981 as…,0
1014,blew%20up,"Sydney, Australia",The murdering scum IRA who blew up innocent men women &amp; children got off Scot free under BLIAR”s ( lyi…,1
1015,blew%20up,The Netherlands,You blew up Hogwarts didn’t you..,0
1016,blew%20up,India 🇮🇳,this lowkey blew up 😳so stream shadow to 40m https://t.co/40ykOdXdWW,0
1017,blew%20up,mingyu's abs,"It was a joke man,,, why it blew up,,, idk how",0
1018,blew%20up,,I think his pairing with Nantz is key to his success so far. They work well off each… https://t.co/p9itEmT2CG,0
1019,blew%20up,,can i just say 😳 i dont understand why this blew up as the cameraman panicking @ tae as it clearly cut to a different camer…,0
1020,blew%20up,,The murdering scum IRA who blew up innocent men women &amp; children got off Scot free under BLIAR”s (… https://t.co/IyqhTwzitC,1
1021,blew%20up,"Lagos, Nigeria",Terry G blew up without controversies and in an era that social media wasn’t this engaging. Naira has Efcc and social media…,0
1022,blew%20up,,okay this blew up 😳 lemme know if it made to ig 😩😩,0
1023,blew%20up,,#AfricaKwetu Late Commander Fred Nkuranga Rubereza. One of the greatest heroes of the NRA/UPDF passed away in 1981… https://t.co/8zH6SqSJAe,0
1024,blew%20up,"Sydney, New South Wales",I just went from passively tolerating Elizabeth Warren to actively hating her. I know I'm not the only one. Liz just m…,0
1025,blew%20up,283,this lowkey blew up 😳so stream shadow to 40m https://t.co/40ykOdXdWW,0
1026,blew%20up,,Why Brooklyn rappers suddenly sounding like UK rap did I miss some kinda wave or did this shit start happening when Pop sm…,0
1027,blew%20up,"Nantes, France","This footnote in McCullough's *The Great Bridge* blew my mind. As late as the 1880s, we still didn't know how to build b…",0
1028,blew%20up,"Stockholm, Sverige","taehyung and jungkook watching parasite, an oscar nominated film, late at night in jungkook's hometown way before it blew up in…",0
1029,blew%20up,ENFP / 4w3,This tweet blew up and this is where people promote themselves but I just want to say that Greta Gerwig was ROBBED of an Oscar…,0
1030,blew%20up,,we gonna wait for the scene then we can blew this baby up- :),0
1031,blew%20up,,Then a hole grew in the sky the brain blew up the end,0
1032,blew%20up,Airborne,After you blew up stage 7. https://t.co/1GcoMwArIe,0
1033,blew%20up,,Ever since I blew up small!!! man got no peace ? I always say I will fall when God says so ...I feel a little better whe…,0
1034,blew%20up,creative,https://t.co/XWj4EtY7dR I've made one video and it blew up... Bruh 😳,0
1035,blew%20up,"Nairobi,Kenya",Well this blew up. Peep my followers 😭😭...I'd say follow for more content but with great numbers comes with great t… https://t.co/SUysaWMPiO,0
1036,blew%20up,Blue Planet #47,"Remember that time Lawrence blew a kiss to the LSU fans? And then Joe Burrow blew up ""the best defense in the country""",0
1037,blew%20up,Pilipinz,"here in the ph, we experienced the taal disaster then my dad sent us a msg saying their ship's engine blew up 😭 tha… https://t.co/8cB1UzUCNm",0
1038,blew%20up,"New Orleans, Always","You’re really not trying to use the young Turks as a defense, are you? Cenk’s endor… https://t.co/h6vzMUCtmm",0
1039,blew%20up,,‘Ghoonghat mukt Jaipur’ is secular ‘Burqa mukt Jaipur’ will be communal No one blew themselves up with ghoonghat .. just…,0
1040,blew%20up,"Melbourne, Victoria",I think the document shredder blew up and was mistaken for snow,0
1041,blew%20up,@1004hjis,Wait this blew up afsgsgsg te amo?? Wow https://t.co/wbYwktlVT9,0
1042,blew%20up,Sweden,My kyomo tweet blew up wtf,0
1043,blew%20up,,Meghan is not liked here and they way they blew up their…,0
1044,blew%20up,"Ikeja, Nigeria",Some people think Naira Marley &gt;&gt; Terry G because of a 1 year come up Someone that blew up because of the EFCC Drama Lmaoo…,0
1045,blew%20up,,damv this blew up. follow m,0
1046,blew%20up,"Atlanta, GA",This probably was not a choice Warren was forced into. It was likely her campaign that leaked the st… https://t.co/kvUIHca4Uk,0
1047,blew%20up,"Los Angeles, CA","I refuse to retweet this crap but if telling a horrible, self-serving lie about a decent and honorable man is ""resp… https://t.co/ZiISVY5eAB",0
1048,blew%20up,"California, USA",TL;DR - Twitter is the only place #Betelgeuse is blew up tonight.,0
1049,blew%20up,they / them pronouns,the thing is im not that talented either so it just kinda blew my mind.... i wonder how many people… https://t.co/z3hipQU6hq,0
1050,blew%20up,Indonesia,I hope it is😂 the thing is sometimes my fancafe letter blew up and it really feels weird😂,0
1051,blew%20up,Bandra Mumbai,True. The same believers of the same false god also: 2013:blasts at rally i… https://t.co/VVsjWKxzbE,0
1052,blew%20up,New Jersey,Lala would you like to try that one more time? Blew up in your face last time LOL. https://t.co/fEE8meY9my,0
1053,blew%20up,,I once told someone to check her iron level because there were like obvious symptoms she was having ( same thing I… https://t.co/c45iPQpOTo,0
1054,blew%20up,Dressed For Your Funeral,"BABOOM!!!⭐️⭐️⭐️⭐️⭐️ Damn, bro blew it up!! Nice!!🎯#RussianDoll https://t.co/0z20XKXSMe",0
1055,blew%20up,[ Cordelia ✧ she/her ✧ 20 ],"Obey Me blew up...And all I can think of is ""Hey when will MaoPro release the updated remake""",0
1056,blew%20up,uk | ˣᵗʳᵃ ᵇᵖʷ,um good morning this blew up what https://t.co/9jiWEPcFPk,0
1057,blew%20up,"Chicago, IL",can’t believe my Auntie gf blew my phone up like that 😭,0
1058,blew%20up,,this kinda blew up😳🤚🏽 i have nothing to promote except pre-order map the of soul:7 and follow me for more kookv content 👁👄👁…,0
1059,blew%20up,halloween is today,"i mean, of course billie eilish blew up. all of samara's daughters are brilliant and powerful.",0
1060,blight,"Lincolnshire, UK","SHDC is working with partners across Lincolnshire to launch the #SCRAP fly-tipping campaign today, which aims to fight the…",0
1061,blight,Beijing,#CGIARWheat announces new partnership with Jiangsu Academy of Agricultural Sciences (JAAS) in #China to open screening facility…,0
1062,blight,Selling or Renting in Wales,"Superb Renovation, Alma Street, Abertillery - £99,000 https://t.co/mpx8ZV5X7f",0
1063,blight,"Clare, Ireland",“It’s a blight on the country as a whole.” Pippa is right there. Pat McCormack claims these moves will 'end our dai… https://t.co/CSNGWEKO28,0
